label,text_stripped
1f620,아 
1f49c, 와우 반해버렸진 
1f602,넘안그려져서일단누웠다 
1f608,제 예지력은 본호님 앨범이 도착했다는것만 맞추면 됩니다 
1f61e,ㅋㅋㅋㅋ 미안해 
1f44a,열일해여 
1f604,민트님 반가워요 
1f49c, 은재찬여친 오빠항상무리하지말고 아프지마세요ㅠㅠㅠㅠ
2728,아브라카타브라 
1f633,네이버메인보고 엄청 놀랐네 
1f629,나갈 준비즁 
1f495,앙 기요밍 
1f61e, 늦어서 미안해요 오빠  
1f60f,없어요 없어 있을리가 
1f440,쎨리3 
1f496,파랑님이다 아이디 바꾸셨네요
1f3b6,녬ㅁ 연꽃ㅊ님 생일 엄청ㅇ나 
1f633,각 쪼꼬미 미수를 안고 있는 가아나루 보고 싶습니다 염치불구 
2728,망고님 멋있어요 리스펙트 언제나 잘보고 있습니당 
1f52b,그래도 퇴근이 빨라서 괜찮아요 출근도 그만큼 빠르지만 저 얼른 자야하는데 지금까지 깨어있네요 망햇서욬ㅋㅌㅌㅌㅋㅋㅋ
1f629,출근해버렸다 
1f495,     좋은 아침 모두     8189
1f64c, 져 손이요 번쪅 멜밈 사진 항상 새렁이야 헤헿
1f60a,헉 세상에 밤지님 생일 축하드려요 흙흑 언제나 이쁜 보쿠아카 보여주셔서 감사합니다ㅠㅜㅜㅠㅜ 오늘하루 맛있는것두 많이 드시고 행복하게 보내세요 
1f495,   베이비 베이비 의상에 맞춰서 핑꾸립   
2728, 우곤 씨 잘 잤어요 밥도 먹어 주세요 어제보다 오늘이 좋은 하루 되기를 바라고 있습니다 오늘도 사랑합니다 
1f633,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ신나서 부르니까 뽕은 찰지 몰라도 다시 들으려니 못듣겠다 왜저러실까여 목소리 넘 적나라한것 에코 빵빵한 놀애방으로 캬쟈
1f605,아 그건 아닙니다 
1f62c,222171122 오늘부터 안올라 그랬는데 흠 
1f612,아 님 드립 
2764,     사랑합니다         26
1f3a7,   하루      1
1f60b,삼겹살 
2728,                  
1f496,어음갑자기 반말이헤헤 하지만 제가 밍님을 많이 좋아하고 있다는 것은 사실이네요 
1f60f,1월1일엔 가족들이랑 딍굴대며 집 지켰으니까 내일은 좀 돌아다녀바야겠다 뭐하지 뭐하지 뭐하지 뭐하지 뭐하지 
1f629,아ㅏ악 
2665, 진영 진영에 너무 너무보고 싶어요
1f633, 저 흥구님이 편하게 대해주셔서 저 너무 재밌었는걸요 그래서 앞에 나가있을때도 쳐다봤는골욬ㅋㅋㅋㅋㅋㅋㅋ 흥구님은 절 보지 않으셨지만 진짜진짜 재밌었어요
1f603,트친분들과의 반모관계 닉넴 잘 기억못합니다특히 프사랑 이름바꼈을때 제가 틀리면 스을쩍 알려주세요 
1f620,내 가 뭐 랬 어 요  
1f62b,나도 옛날 내 움짤들 보면 아직도 마음엔 1도 안들지만
1f61c,마이캐들 능력치 궁금해 오너다니 노래 댄스 코디 메이킹드라마 무대연출 팬서비스 전체 완성도 오너는 처참하죠 이 쪽으론 능력이 안 된다는 걸 알고 포기한 사람입니다
1f64f,우리 사랑스러운 펜타곤한테 도움되는생각 예쁜말만 하는 착한 팬들만 남게 해주세요 
1f621,  카톡 5577 폰배팅아바타카지노 폰배팅라이브카지노 
1f44a,난 민석이 최애니까 얼음주먹으로 때려줌 
1f612,우런니 추운데 왜 야외인터뷰 했어 
1f633,흐어어 ㅠㅇㅠ9 가 간바리마슈 제목이 두 개일 예정이랍니다 즐겨주셨으면 좋겠어요 
1f64c,임뷰 사진 다 삭제하구 이것만 남겨놧러 짱이뿐것들 
1f44a,건강 챙겨가시면서 화이팅하시구 맞어 건강 꼭꼭꼭 잘챙기시기예요 우리 라면두 끊기루햇짢아요 항상 이쁜그림 그려주셔서 감사하구 오늘하루 우주에서 제일 행복한사람되세요 제가 말주변이없어서 항상 표현은 잘못하지만
1f618,사랑해 방탄소년단 
1f64a,사탕이 이에 부딪혀 도록 하는 소리가 들렸지 
1f634,굿나잇 
1f499, 식시       
2764,     화기애애 화목한 달연가족 새해 복 많이 받으세요 모두    6
1f62a,그럼 전 이만 자러가보겠습니다 즐거운 게임 되시길 
1f60a,ㅇㅏ 클박 제가 클박을 안써바서 생각두 못했네여 그쪽으로도 찾아보께요 답변 감사해여 
1f496,사랑해민규시 
1f614, 채팅창 말이 1도 안 올라가는 저는 이렇게 멘션을 보내봅니다 암튼 진짜 중국 생활 걱정해주셔서 감사합니다ㅠㅠ 뜻대로 되는 게 없어 힘들지만 괜히 걱정 받으니 울컥하고 난리 초롬님 감기 어서 나으시고 늘 꽃길 걸으시길
1f60c,콘님 연성 올렸습니다 근데 아이디 언급되는거 안좋아하시는거같아서 혹시 몰라 쓰지않았어요 닉넴 언급도 싫으시면 트윗 다시 올릴게요
1f62c,24 밤공 이요 언니 라흐 안하세요
1f4aa,방탄소년단 
1f648,컴백하셔서 기뻐여 
1f64f,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ모구님도 좋은 꿈 꾸세요 애가넷 한명만 더 낳아 아무말
1f633,이거 모두 사실라면  내부에서 그알 녹화분만 삭제 특검 1명 탄 엘리베이터가 고장 오촌 살인사건 유력 증언자 급사 정유라 영상 공개  사옥 정전 
1f499,221 완시 플일           
2665,녹음하는남자녹남님은 평균 저녁 1시에 유튜브채널에서 방송을 진행합니다 해당일에 대한 방송 컨텐츠 및 일정은 공식계정 및 공식카페에 동시 업로드해드릴 예정입니다    
270c,화이팅 
1f64a,몰폰 전 그냥 티비보면서 트위터 해요 ㅎㅎ
2665,주인님 저를 마음껏 이용해주세요 
1f495,       일단 유온아 파시는분들만 저 친하고 좋아하는사람 362829만명 잇는 사람인데ㅜㅜ
1f440, 자나깨나 오빠생각 자나깨나 오빠걱정 자나깨나 대현수림 
1f601,            리허설과 라이브의 차이 그런거모르겠고 다좋다 
1f604,히히힛 새우님 품이당 부비부비부빗 
1f64c, 여러분 개쩌는 신화 신곡들 들어주세요 무려 정규 13집이라구 
1f60a,이 밤에 뭐하는거야ㅋㅋㅋㅋ 고마워 
1f62d,올랐다 ㅎㅎ 어제 마지막에 눙물이 
1f602,무려 다음주 금요일에 방학을 한답니다 그러게요 왜 이렇게 늦는 걸까요 저도 젠씨 옆에서 부둥부둥 하고 싶어요ㅠㅁㅠ
1f620,참여한 학생들에겐 5포인트를 승리를 한 팀에겐 1포인트를 추가로 지급합니다 출석 안한 친구들은 안줍니다 
1f499,헤헤 
2728, 멋져요 짱이에요 최고에요 원식오라버니 빠쏘ㅑ빠쏘ㅑ 화이팅 
1f61c,나는 주말에 먹어야지 
2728,오 다행이다 랄까 이와쨩 오늘은 이와쨩이 늦게 자는 거예요 아니되어요 착한 어린이가 됩시다 삐약
1f64c,형아 
1f64f,와대단하세요 자 이제 대학가는데 다옹님 운빨 주세요ㅠㅠ등급 다 올 받아랏 하고 기도해주세요 존잘님에다가 공부도 잘하시다니모든걸 갖추셨군여 
1f60a,엇 오늘 생일이세요 축하드러요 헤헤 저도 오늘 생일이에요 생일이 같나봐요 
1f498, 동동오빠아 진짜 소중한 항상 나에게 힘이되는 하나뿐인 오라버님 갈수록 맘이 커져가는건 어떡하조 아 진짜 보고싶은데ㅠㅠㅠ나 오빠랑 일요일에 좀보게 당첨기원 같이 좀해주라ㅠㅠㅠㅠ항상 오빠가 같이해주는건 결과가 좋았으니 
1f49c,하루 늦어 버렸지만 모두 새해복 많이 받으세요 
1f3b6,너 이직하고 자는 시간 늦어진 것 같당 잘자고 좋은 꿈 꾸렴 
1f499,             
1f499,아사랑해 라비야 
1f60c,그립습니다 스파 쇼가 그립습니다ㅠㅠ 예성 오빠 안녕히 주무세요 
1f64a,헉주인님 얼른와아 ㅜㅜㅜㅜㅜ으앙왜 설레죠ㅋㅋㅋㅋ
2665,준형오빠지혜야 
1f44d,쭈농이 귀엽쨔나ㅋㅋ 잘쉬고있구나 영어공부도 열심히하구 준홍이는 항상 열심히야배워야대 
1f4aa,낼도 힘힘 주나잇 
1f496,ㅠㅠㅠㅠ계울언니의 이쁜 멘션을 이제 봐부려따88 언니 덕분에 엄마랑 지금 병원가는 중 깨서 다행이랄까헿ㄹ헿 고마워 
1f634,    오하요우 오늘부터 일입니다  좀 춥다 고향은 매우 따뜻했다니까 춥게느낍니다그곳은 더 춥네요 난 엄마부터 감기를 받았어 오빠들도 감기 조심하세요 
1f60e,내 말에 크게 감명받아도 좋아 
1f602,화이팅하세요으억 ㅜㅜㅜㅜㅜㅜㅜ고생 많으시네요 
1f4aa,미야찌를 다치게할 수 없어오렛찌가 마모루제 
1f440,병풍이라니요 피궁님 올마나 옙뿌신데 담에 셰프나 아님 다른 콧튬도 좋으니 트윈해요 
1f60d,축하드립니다 
1f604, 즈증상이 이미 아프신 것 같지만그래도 약 드시고 푹 쉬셔요 시우님 맛있는 거 드셔야 하는데 아프면 안돼 전 새해 즐겁게 잘 맞이했어요 시우님도 새해 잘 보내셨나요
1f645,  나지디 가로녹색1 흰색1 승리나 지디 세로녹색줄흰줄빈거  캔버스 안 겹치게 교환 원해요 택배거라 직거래 크게 상관없습니다 멘션 뎀 주세요  
1f499,앗 기여운채하님 
1f618, 모뀨 팔로워 16 짱짱 축하해 
1f602,아가아가시절이랑 지금과 다른게 뭔가 시아준수 가망앙도 
1f44c,오케오케 
1f61e,또 눈뮬이 흘러 뭣 모를 눈물이 흘러 예전의 너외 나 그리운 걸까 왜 글쎄 잘 몰라 나도 잘 몰라 
1f60e,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 하잇ㅋ 와타시오ㅏ 쪼만이데스네ㅔ 
1f60e,이명박박근혜 정부 청와대와 국방부국정원은 노무현 정부 청와대에 있던 국정원검찰경찰라인에 있던 놈들이 천안함연평도세월호 사건을 일으키게만든 간첩놈들인데 왜 그놈들을 못 잡아 들입니까   
1f60b,저도 방금 애들하고 먹었는데 양이 작년보다 많이 줄었지만 맛있네요 
1f602,헉헉 감사합니다ㅠㅠ엉엉 그래도 아직 많이 부족한거같은데 혼자선 슬슬 한계가 보이는거같네욘ㅠㅠ
1f44f,와아아앙 새해 첫날부터 예쁜 백현이 그려주셔서 감사합니다 채님 역시나 감탄 새해 복 많이 받으세영 
1f44d,저도 까먹었었는데 예전 트친분이 나눔해주셔서 받았습니다 최고에요 언능 사세요 
1f60d,어느 별에서 왔나요 그대  이렇게 예뻐도 되는 가요 그대    
1f44f,찬열이 
1f614,쓰리썸 발색만 봐도 나랑 안 어울려 
1f498, 215411          다정한 우리 윤호 2   
270b,내가 진짜로 때렸냐 그냥 귀여운 이모티콘이지 그럼 더 많이 노력해 나도 예전에 힘들게 끊은거 많아 아차
1f608,사주시면 갑니다 
1f620,이제와서 일 부 팬 이라니  
1f44f,오오오옷 셀님 생일 축하드립니닷 오늘 하루 맛난거 많이 챙겨드시고 기쁜일 많이 생기시길 다시한번 생일축하드립니다아아아
1f60d,헉 홀리 왜케 컸댜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 폭풍성장하넹 누구나 개를 키우면 이발한 발바닥을 보고 닭발 같다고 생각하고 ㅋㅋ 가끔 입에 넣어볼때도 있 ㅋ 윤기도 견주의 마음을 잘 알겠구나 싶당 ㅋㅋ우리 윤기도 집에서 푹쉬고 얼른 낫길 
2665,앙스타 대길나와서 질러버리고 말았어 그리고 탄산토리가 왔다 
1f64c,ㅋㅋㄱㅋㅋㅋㅋ우아아 갑자기 노래방 가고싶어졌어요 
1f62d,으앙 미아파님 영상 정말 몇번을 봐도 예쁘네요  제가 많이 부족한데 이렇게 예쁜 콜라보를 제의해주셔서 얼마나 기뻤는지 몰라요ㅠㅠ 이것저것 많이 신경서주셔서 정말 편했던 것 같아요 수고하셨습니다 
1f608,지나간 것은 지나간 대로 그런 의미가 있죠 떠난이에게 노래 하세요 후회없이 사랑했노라 말해요 와니 홧팅 여긴 아직 216년
1f62b,지금 생각났는데 재밌는 꿈이 아니라 악몽이었엌ㅋㅋㅋㅋㅋ 앞머리 내고 단발하는 꿈 
1f62d,알바가여   6시에 봅시다 
1f602, 휴가도 끝직장이나 학교가 시작됩니다 근석 씨도 시작됩니까도망 치고 싶어 할 수도 있지만 자신 나름으로 바꿀 수있다 오늘도 조금 우울하지만 즐겁게 보내자 생각합니다 근석 씨의 웃는 얼굴을 상상하면서 열심히하겠습니다 
1f62b,헉 세상에 저사람 뭔 자신감으로 저렇게 올렸을까요 디즈니 영호ㅏ 올리고 제대로 신고먹어봐야 정신차리겠죠후
1f603, 센세깨눈 올해의 예쁜그림상을 드립니다 센세의 그림너무 예뻐요오
1f60a,123   이쁜 사진은 비주얼쇼크123님 사진 감사합니다 해맑게 웃는 모습 너무 이쁘죠ㅠㅠ 꽃길만 걷게해주고싶어요ㅠㅠ 노래는 세정님의  8159322822843228161
1f4aa,하챠 
1f615,하울이랑 센치히로를 다시 봐야하는디 츠타야도 없는 동네 같으니 ㅇ
1f60f, 안녕하세요새해맞은겸 트친 구해봐요 특히 커비나 언텔포켓몬 파시는 덕분들 모시고싶어요 마음주시면 제가 알아서 찾아가요 선멘이나 선팔주셔도 괜찮아요 최애는 커비플라위비크티니에요 알티해주시면 감사하겠습니다 
1f494,악 아니에요 에요 
1f648,하띵하띵 
1f611,뒤늦게 노르웨이의 숲 읽고 있는 지인이 대뜸 나보고 와타나베 같다고 하길래 왜냐고 물었더니 
1f629,엄마 논리 이상해 오빠는 매일 집에서 네 시간 이상 겜해도 태클 안 걸면서 내가 주말 이틀 겜하고 오면 심각하게 쳐다본다 피방 가면 겜중독 더 심해진대 
1f44a, 와진짜내가우리오빠야인기스타인줄은알았지만이정도인줄은몰랐네사진올리자마자쫘쫘쫘쫙쭉팬들이다시올리고ㅋㄱㅋㅋㄱㅋㅋ 우리오빠야인기쥑이네ㅋㅋㅋㅋㄱㅋㅋㅋ저거말고도내리면다똑같은사진ㅋㅋㅋㅋㅋㄱㄱㅋㄱㄱㄱ짱이야 
1f4aa,지수 언니 생일 축하해 언니 너무 귀여워요ㅠㅠㅠ 태어나 줘서 고마워 앞으로도 힘내 
1f60c,푹 주무시고 아침부터는 기분 좋은 생각 일만 있는 후유키상이길 간절히 빌게요 
1f612,수첩 와이님 대단하신걸요저는 글씨쓰는거 귀찮구 싫어해서 보통 생각만하다가 완결까지 내버려요 그리고 틧터에 오지않으면 그대로 까먹음루트 사실 폰타자치는것도 귀찮아서 썰풀다 때려치기도해요
1f49c,그래도 완전체가 젤루 좋응 
1f60d,야호 감사합니다 
1f52b,힝그럼 
1f637,날씨는 좀 풀렸는데 황사가 심하네요 
270b, 모두 좋아해요 심심한데 새벽 같이 달릴사람 컴온컴온 
1f624,한쿡도착 낼부터 더더욱 가열차게 덕질해야지 
1f61c,     진정한 가수들 19 
270c,아줌마만남어플 24     무료성인  섹파 여자발핥기
1f609,ㅋㅋㅋㅋㅋㅋ또 뭣인가에 빠지셔서 바낄가같지만은 도쳥장치는 잊찌 않을개욤 
1f60f,ㅋㅋㅋㅋㅋㅋㅋ케이스 예쁜거 사셔서 자랑해주세요 저두 사고싶어요 
1f499,헤헤헤 
1f610,아 완전 정당하셨는데 루드빅 졸렬하게 고걸 신고하다니 5일 채금이니 괜찮아요 곧 풀리실거예요
1f605,우리가 한게 아니라 임시색인데 뭐어쩌겠어 하면 끝이 아닙니다 임시색이여도 공식색처럼하시는분들은 같은 팬이 아닌가봐요 예쁜 뿅이  5년넘은  못생겨도 정든 우리뿅이 
1f60e,아니단호 
1f60b,호곡 얀님 감사합니다  
1f609,다들 일어날때 난 자러간다 이따봐영 
1f612,트친쟈나여 그정도는 해주시져 
1f620,애인 겸 매니저속닥
1f615,생방송이 모 이래 새침 ㅋㅋㅋㅋㅋㅋ 지짜 1일 1영상 ㅠㅠㅠㅠ
1f614,흐흠 셜록 본방 기다리는즁 
270c,2 스마트폰랜덤채팅  유부녀만남어플   만화책다운 서바이벌채팅   
1f61c,데헷 머리콩 좀정신이없었네용
1f64f, 선팔감사합니다 
1f49c,부족하다니여ㅠㅠㅠㅠ 당치도 않은 말씀을ㅠㅠㅠㅠ 더스밈 정말 항상 썰 ㅁ잘보고 있아염ㅁ 이번에 연재하신다는 썰도 기대할께여 항상 많이 응원하고있고 좋아해여ㅠㅠ 저야말로 썰 연재해쥬셔서 감사합니다ㅠㅠ 사랑해여 
1f618, 케뉴님 안녕하세요트친소 흔적밟고 찾아왔습니다잘부탁드려요 
1f61e,차고 단게 몹시도 먹고 싶은데먹으면 안 될 것 같은 이 기분 
1f61c,그것도 싫어요장난 치는거 재밌는데 
1f440,닭갈비      
2665,     잘 도착했어용 감사합니다 우편함이 작아 약간 뜯겨나가긴 했지만 ㅋ 새단장 완전 심쿵 좌석 열 표시와 시작 안내멘트 목소리 두 버젼 매우 좋아요 늘 항상 감사합니다 
1f61c,결론은 기다려보기ㅋㅋ 인내심을가지고기다려보자구용 헿 
1f614, 두 자리 다 왼쪽
1f440,ㅋㅋㅋㅋㄱㅋ영상이 궁금합니다 
2728, 기택아ㅏㅏㅠㅠ어제달님과 화성과 금성이 함께 보일 듯싶었는데 내가 볼 때에는 이미 달님이 없고 별들 뿐이었어요 아쉬웠어 보고 싶었는데기택이 봤어 봤으면 좋겠어요 별들만 찍었어 예쁘네요 기택아오늘도 수고했내요 잘자 사랑해 마키 
1f610,짐뭉형 디미니애요 디미니 여기써여깽깽 태뭉태뭉절부절 형 디미니야 쥰뭉방석이 푹신하네 태뭉이러다 나도 깔아뭉개게떠 짐뭉 
1f4aa, 얼마 안남았어요
1f499,귀엽다 
1f3b6,라면 먹고싶다 후루룩ㅂ짭짭 맛 좋은 라면 
1f621,이 허위사실을 아직도 주장하고 있는 사람이 있냐이시장 지지자 중에 일베라도 있나보네 36
1f440,옆눈  근데 레예스 가슴 엄청커 만져도되요
1f629,시무식하러 가면서 이사 정리하다가 잉크 몇 개 발굴 새해엔 다시 만년필 써볼까 
1f60c,그쵸 목표는 바라보고 있을때 가치가 있는거죠 바라보지 못하게된 목표는 가치따위 없는거시야
1f64f,ㅠㅠㅠㅠㅠ오늘도 기도하고 자겠습니다 쌀국수 제가 계숙님이랑 집만 가까웠어도 쌀국수 만들어드리러 가고싶은데 
1f604,오아아앙 
1f49c,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 댓가인 제 사랑이나 마음껏 받으시지요 종류별로 맛볼수 있답니다 
1f614,하 
1f616,아ㅠㅠ 그렇구나ㅜ 뭘 할 수가 없네요 
1f60e,유름님과 함께라면 저는 늘 준비가 되어있단 사실을 아직도 모르시는군요 
1f616,재현이 정말 사랑스럽죠 ㅠㅠ 날씨도 추웠을 텐데 큰 모자라 바람 막아줘서 다행이에요 
1f62b,161229 강남팬싸 미모가 너무해        
1f3b6,저두용 
1f60b, 아 진짜 시원하다 
1f60f,기요미 
1f495,아 진공청소기 아니구나 모찌님 조은아침이에요 수습
1f64f, 용국이오빠 앞만보고 달려와줘서 고맙고 좋은 말만 듣고 예쁜 것만 보고 아프지말고 언제나 옆에서 응원할게요 언제나 의 팬이란게 자랑스러워요 베이비라서 얼마나 행복하고 자랑스럽지 몰라요 잘자요  
1f64f,까먹었어요 ㅠㅅㅠ 다음부터는 꼭 굿모닝 
1f60b,잉ㅇㅋㅋㅌㅋㅌㅋ 진짜 왜이렇게 예뻐요쓰담스담 
1f645, 4팔 감사 이벤트 3팔 된지 얼마 안됬는데 금세 4팔이라니 감사합니다 그래서 3팔때 미뤄놨던 이벤트 지금 열게요 트친한정 뱅팬한정 당첨자 발표는 이번주 일요일 빅뱅콘서트 끝나고 하겠습니다 우리 오래가요 
1f60e,눈ㄴ은 이미 가렷지요 케ㅔㅋ케 대체
1f609,아니야어ㅏㅏ아니ㅑ아니야 궁디팡팡은 좋은거라구앞으로도 많이 해줄께 
1f64f,그래도 쵸로른가게되어서 요캇다 
1f60d,1716     미친 미모 폭풍 진행력 백점만점 패션센스 이게 바로 우리가 엠카를 보는 이유  의 명   가 오늘도 미친 미모 8
1f44a, 뷔투게더님 1 너무 축하드려요 앞으로도 이쁜 태형이 사진 기다리고 응원하고 있을께요 217년 화이팅 보라해요 
2728,가사를 모르겟담 
1f60a,히조밈 조운아침 
1f64a,다이어리에 적고 왔지요 하 새삼 더 떨리궄ㅋㅋㅋ 으앜ㅋㅋ 그 그 그그럼 대운동회날에 뵈어요 딩굴님 가 갑자기 제가 막 디엠 보낼 수도 이ㅣㅏ있구요 손떨림
1f52b,이번엔 검회색 
1f604,에러님이닷 다시 잘 부탁합니다 
2665,오호 감사해용 
1f60a, 반가워요 기방방탄 이에요 자주 소통해요
1f62d,아이돌잔치기차 주세오젭알 
1f498,심쿵 
270c,우어어 쥬니오빠가 달린다 816325774399541248
1f440,헉 좋아요 그런데 무슨얘기를 할까요
1f49c,1711 새해 복 많이 받아    
1f4aa,화이팅이예요  할수있어  
1f623,먼가 도도해보인다 하면제일먼저 달려가야지 나두 플랜빨리잡아야겠다 
2728,깹띤의 쌩일을 쭉하합니따 
2764,감사합니당 
1f601,꺄악 꼬마 레이샤다아  
1f64c,ㄴㅣ코니코니ㅅ 
1f629,ㄴㄴ 둘 다 한국 일본에서는 스토커 있었어 
1f62d, 감사합니다  좋아했습니다  앞으로도 좋아해 
1f3b6,아침부터 열정적인 모습 귯걸 
1f605,첫세션은 잘 몰라서 어려움이 많으니까 아쉬움이 많이 남는것 같아 나도 처음 세션에선 거의 끌려다니기만 하다가 결국 로스트 됐거든 그래서 룸제로나 큐브 육도 등 유명한 시나리오는 좀더 게임에 익숙해지고 하는게 좋은것같아
1f621,으잉 ㅠㅠ 누군지 모르겠지만 말 그렇게 막하는거 아니에여우리 아이언니 안티들처럼 막 그렇게 막말하면 밍언니가 슬프자나여 
1f495, 인도네시아 자카르타 팬미팅이 일주일 남았네요 이제 팬미팅 준비하느라 바쁘겠네요 열심히 준비해서 좋은모습 보여주길 바라요 틈틈이 쉬며 건강관리 잘하길 늘 변함없이 응원합니다 오늘도 힘내서 화이팅 
1f64f, 용국오빠 앞만보고 달려와줘서 고맙고 좋은말만듣고 예쁜것만보고 좋겠고 아프지말고 언제나 옆에서 응원할게요 언제나 의 팬이란게 자랑스러워요 베이비라서 얼마나 행복하고 자랑스럽지 몰라요 잘자요 
1f44a,열심히해 화이팅 
1f61e,친구와 새해맞이 구매할 건강보조제 얘기하다가 카모마일 티 꾸준히 먹으면 염증에 좋다는 얘길 들었는데 나 티중 안 좋아하는게 그거 결론은 커피는 줄여야 한다로 나긴 했다 어제도 생각해보니 사무실에 있는 동안 텀블러 1개 마신게 다인데 커피였음
1f604, 굿모닝 우리 사랑한들 좋은 하루뒤세요 몸 조심하고 밥은 많이 드세요 사랑한다고 사랑해요 진짜 오늘은 화이팅
1f60b,앙 
1f64a,이렇게 볼것 없는 절 팔로우하고 계셨다구요 흐어엉 ㅠㅠㅠㅠ 앞으로도 일상틧 욕틧만 넘쳐날것 같지만 잘 부탁드릴게요바짓가랑이 붙잡
1f609,  태형   귀엽다      
1f61e,준수님 저 사진들 어디 사진이에요전주 사진인데 저는 왜 저런사진이 안나오죠 시무룩 
1f496,8ㅁ8 
1f60f,안그래도 물어보고싶었어 ㅋㅋㅋㅋㅋㅋㅋ영업고마워 
1f52b,굳이 말을 해야겟니 
1f621,진짜 미친게 분명하다 
1f604,안녕하세요 네 재고가 남아있는 구간들도 들고 갈 예정입니다 
1f44d,아니근데진짜ㅏ좋아요펭님엄지ㅊ챡 
1f64f,네네 라키 나와라 나와라 아 귀여워 꿈속에 같이 놀자 ㅋㅋㅋㅋ
1f602, 겨울에 태어난 아름다운 당신은 눈 처럼 깨끗한 나만의 당신 겨울이 태어난 사랑스러운 당신은 눈 처럼 맑은 나만의 당신 하지만 봄 여름 가을 겨울 언제나 맑고 깨끗해 노래 자체가 너무 동혁이다 
2764,51216     구너유우우울ㅋㅋ           31
1f44d,워 
1f629,우리 동고양이들 갑자기 왜 미쳐날뛰나 했는데 12시가 넘었구나 고양이가 제일 활발한 시간 밤12시에서 3시 
1f633,헉 우와 귀찮다니요ㅠㅠㅠ 헐 너무 영광이에요 항상 도움이 못되드려 죄송할따름인데 너무감사드려요 이런게 귀찮은거라면 전 매일 귀찮아도 좋아요 항상 감사드려요 프닐님
1f440,별기님 머리 잘 자르시나 
1f612,귤밈의 환상 깰수업서 계속 이쁘고 싶은데 기억 속에만 존재해야 하나요 앙대 귤귤 기여어서 보고시픈데 
1f616,아 미쳤다 가방 다 챙기고 마지막에 겉옷 갈아입고 나와서 카드 빼먹었어 
1f44f,그럼 지금 꼬깃꼬깃 해서 손에 넣겠어여 
1f3a7,넌 마치    
1f623,넹ㅋㅋ저진짜하는거없어서지금매우자살하구싶은기분그러면좀하던가세상만사하기싫네요 
1f616, 전 미니몬이 발목 붙잡고 있는하아 발암 
1f44f,  매일이벤트 슱빘콆쏀툵  주소   
1f633,이 안경이 횽아 안경이였니 민횽아 
1f44f,와 멜롬 25위 
1f60a,앉으세요 하루나 찻잔에 녹차를 부어주어요
1f60d,3년간ㄴ밀린덕질 이번에 다한다인피니트는 벗어날쑤없써응그럼다시 돌아오게 되있다귱ㅠㅠㅠㅠ 인피니트 사랑해엉엉 
1f634,넘 졸려 기숙사에 가고싶다
1f60b,앜ㅋㅋㅋㅋㅋㅋㅋ그렇담 순살 간장 양념 시켜놓으께요 문 활짝 열어둘테니 들어와쥬요 
1f61c, 태어나줘서 고맙고 감사합니다 광쁘 말처럼 우리 질리도록 오래봐요 오빠 옆에 마지막까지 남는 팬이 될게요 언제나 오빠 옆에 찰싹 껌딱지처럼 붙어있어도 되죠 
1f495,힘찬이때문에 아침부터 놀랬네 멋있어서 
1f64f, 오늘밤 별똥별이 떨어지고있대요 보고싶었는데 구름이 많아서 못봐요 근데 보지 못해도 소원은 이뤄질거라고 믿고 빌께요 빨리 이뤄지면 좋겠다 ㅎㅎㅎ 오늘도 너무 설렜어요 행복하다 내일도 화이팅잘자요 
1f60a,메인트했다 
1f61c,오 
2665,어린애에겐 친절한 드단  
1f603,12월 안 했었네  바보가튼 리베 이게 지옥의 토델인 줄도 모르고 이제 5월까지 열심히 머글하구 5월 5월 지나면 뭘 보고 있을까나 차기작내놔 
1f64c,헐 귀여워ㅠㅠㅠㅠㅠ헐헐럴러ㅓ 고마워ㅠㅠㅠㅠㅠ진짜 글씨 쨩예쁘고 다람쥐들 짱귀얍고ㅠㅠㅠㅠㅠㅠ엉어유ㅠㅠㅠㅠㅠㅠ 진짜 고마워ㅠㅠㅠㅠㅠ엉어어 
1f613,ㅋㅋ몇시간하나염ㅠㅠ다리 아프겠당 
1f44a,에이사보형아 기대할게 
1f610,막박오 올 디리 
2764,나 없을때 해버리면 어쩌닝 4282313815917736974913537
270c, 내님들 일어났겠죠 새로운 해 뜨는건 다들 봤을라나 언제나 매 순간 사소한 것 마저도 카페에 트윗에 잊지않고 남겨줘서 너무 고마워요 난 217년엔 조금 더 용기내며 살거에요 내 삶 내 꿈 팬 활동도같이 힘내요 빠샤 
1f60b, 217년으로 넘어오면서 중2가 되어버린 15쨜 익죠 올수니입니닷 백현한테 치여 여기까지 와버렸구씁쓸 현재 역시 우리 큥이 56 더 아낍니다 중학생부터 알티 해주시면 잡으러 갈께오 정유년에는 에리 모두 어덕행덕하길 
1f44a,사람을 어떻게 때리면 얘팔을 누가때렷는데 나노단위로 돌려볼꺼야 
1f440,어서요 꽃받침ㅁ 
2728,생일축하 재붐 사랑해요                   
1f610,나는 조아해 
1f618,   우리 데뷔 14일 진짜 축하하자 
1f60b,우아아 지우언니가 말편하게해도 된다구래따 이제 막 치대는 으앙이를 볼 수 있을거야요 반가워 지우언니야 
